,Headline,Link,Date
65,Cybersecurity Market worth $351.92 billion by 2030,https://news.google.com/read/CBMidEFVX3lxTE1fVDYyWHlaU2xtMnJVVHprMGlRaG5RXzM1Qk5yUjZvWXVLOTdNZWxKVnlLMmJLUzJKdjBuZkVzYkVhVl9QN1VIdzJld3BJQUpxc0F6NmpfalI3bjFqaEM3QjVLdzhvZUlaYzdmTUNTcEx3UTQ0?hl=en-IN&gl=IN&ceid=IN%3Aen,07-02-2025
66,Careers In Cybersecurity: Which One Is Right For You?,https://news.google.com/read/CBMihAFBVV95cUxQd3R0cjFOY3R4N2k4bk5xaklTTFBEWHQ3SzRtdVJycGo1eWp5TTR3UmZHOTB1enJwX0haWWZ6dVYyYS1VVHRWUDlOMEZ1UVJRYkFQbnoxYUNZS3ZGTXNhNjN4bUs1UGJ6cnB1THltMFhqSEFvZVZzcXFNSm1qQm5RRE9CTVI?hl=en-IN&gl=IN&ceid=IN%3Aen,28-07-2025
67,Cybersecurity sector set to generate more jobs: CySecK head,https://news.google.com/read/CBMixgFBVV95cUxOa3RRYmxWVmVXZDBvSXVHdmYzVjJhd19lVEF6V191VXFBbEU1RzczSW15RklWVWhMVFRSUnVBREpyRWFBUFk3Q1FJaEJHUGpiS0Z5NHZJc1Y1WG9IcVlLaXh1clE2MkkwckU5Y21iM0hLeEszc2hNR1RDQmRjZFRQVm01bl9xMDI2S1k4akFFYndRbjRQUFN6V1ZlRkFvMDRRaUZKS2o1WFlnOUt4QVVQUEVPRVQ2N0hoNXczOXR2U3Uxd1djcHfSAcwBQVVfeXFMTUh2cUw4RXA5bFZGRm5Nenh3b241RmFZS3d6V1RzVTBqTjFrOERyNVdhYmNDaFQzZGxPc2YzNFY5YWYybmM2Q2tpTjM2T3BoMUs0clktNnpWeGdWazN0RE96RkItUlV2S0NGLVRJcmlIckp1MVZDSF9lR0ZEeXdSdTh0aFZldkFUUFNEbkxTcm1xVGd2cldCbWhxY29aSmhPTVFIYkNYbmlYYzlNcXVOa1BXYjJtT3hISFRqUGFWcDYwVEUzYks1clZoX1NY?hl=en-IN&gl=IN&ceid=IN%3Aen,16-08-2025
68,Top Cybersecurity News Sites,https://news.google.com/read/CBMiXEFVX3lxTE1QdzRGSzAwZ0wtR1dMZFp2YjJEOGtuUVNwU094TkFMeHNyb25NWUxsdUFKTnVqeGo3cUNXMVVyUEIzNWxpMmtybzBYOER2bXZZX2x4cUstUWt2UzFz?hl=en-IN&gl=IN&ceid=IN%3Aen,01-03-2025
69,6 Ways to End Reactive Cybersecurity,https://news.google.com/read/CBMitwFBVV95cUxQOW1xYXZQX3FfUHlMeGl6S3E2MWdmQXBfZ1dRZVp2eDhsQk4ta0pkWE1GS0IyaXllY0lGd2tTNE1yRjFCNGtYQ09UeDVNX1BwUzlfVndmdmV2X3dRbHZ5aG10Wm5BNDZXT0pPVGE3Z1BUVFBvbmdlN2NESmxESU1zVUhYU1dLSmNSNDI1d0sxYnBleFJyLURRdzQzUmE2RkZZTWxyMDJCUGZKZUZnN3dfN1pRdllKQzg?hl=en-IN&gl=IN&ceid=IN%3Aen,24-08-2025
70,"Ransomware Attack Hits Drug Research Firm Inotiv, Disrupts Operations, and Leaks Data",https://news.google.com/read/CBMixgFBVV95cUxPN1JkVVNndThjS2tVakRYQTVFSmxmSmtzbnB0MndxejAtd042Snk4ZzcyQWJ0ai05SUpDdDRmd2VpOGE5VHhFS0ZWZUluY1lBaGRVSkNZSG1QczUzc3pZdXE1Mlh0bXdKLUVURHJKWmFiSWFGN0ZZbHJ0cWNrbDVSVUZnc1Z3WGUzQS1KWm90MVRKNG40YjhoZWVURTI5QjZ2YUZ6NXJJS2ota2VtVnI1YkRxNy1Nd25ya3RJWHN3TjFfZXlTOGc?hl=en-IN&gl=IN&ceid=IN%3Aen,25-08-2025
71,5 Common Back-to-School Online Scams Powered Using AI and How to Avoid Them,https://news.google.com/read/CBMiakFVX3lxTE9NcGVVbklITnFRYW5vSUZVRDhFRzJ3aEJoeHdqSW9MeGduengySWdOMzI4UU9XRXZMQzExYUNJM1FnNFJSZG5nUVRBdXNMZ2hXSVFSN01yTkF5dno0YmU2WW1zV1BVUmZVWHfSAW9BVV95cUxPZkdaOFFpOGIyeEpyZDc2NDVoOGdaV1NyN3Q5TldQbm5ScUJKYk5CZ2FPVm9ycE1oZ1NpSlJjaVhWNHVCU3ktaDJ4UVpsTjBuQ3dDdE95dzN4eHVFSmFjUUdZWnhualNCTDAyLXNQbTA?hl=en-IN&gl=IN&ceid=IN%3Aen,25-08-2025
72,A new Coast Guard rule puts cybersecurity front and center for maritime operators,https://news.google.com/read/CBMi0AFBVV95cUxPRkNGRUNPZkItOEx2dXhwbXIxam1ZZGFEUWhKRGdQaFA1TzlBNjkxcmV1VGE0WGo5M0ZCaGZxUkdSU1FkN0NLMDFBeXJ6MGVRUE5CUmtJbExYZXZMRmw2X19od0xJR3lMNS1UWC03LVU1N0F5eENCc0Z3ZkdzS19sY2gzdU5weEpRbUFQdXFVMUlvLWpQcWl5SndXdHN3UXRKdEpUZXFUbXlnUmtBVDZuOUV5dVJRYmJrQVEyWjNSY3kzVVNyVFo4MXBXQXRxZlNi?hl=en-IN&gl=IN&ceid=IN%3Aen,25-08-2025
73,Global GSA Group sets new benchmark in cybersecurity,https://news.google.com/read/CBMihAFBVV95cUxOU1REY0d6YjBUOEhjRzdjb3VTR3YwX0lQakVMZU9FaXVNV0RtNk1ZeUstdlFPQUpyaFFFQlNWaS1ncndHVGplREhOYkxYdUtfTHRrLUk2YjdPSjE4bTNSeHZhS1NjamdzR0pyNEJIRjZ1THpPaWxDaWJjNTQ0bnJzYnFONXQ?hl=en-IN&gl=IN&ceid=IN%3Aen,25-08-2025
74,Cybersecurity operations,https://news.google.com/read/CBMiTEFVX3lxTFA5QjJZc19aRGxxLTkyVWEwOFVFd21fTWFrbVVRNmtzWVJ6bzFVUl9tTW1HeDEwTzh5ZmVBWE1Yd3ViNnVNX240WTNzTjI?hl=en-IN&gl=IN&ceid=IN%3Aen,03-02-2025
75,Attaxion Releases Agentless Traffic Monitoring for Immediate Risk Prioritization,https://news.google.com/read/CBMisAFBVV95cUxQc3ZQcFpOMzNzN3oxd2pZR05Uem1sWWpqbkJJNFFLSy13am5LRnhqUXB1cG10UkJjaHE2b0t0MVRHNzMtRTR0Y1h6NE9iVXBfbko0a1gwdFRQWHZYVVloeFBudVhQdEduckk0bDFYWWJ4NFZTbllWT1hqcHhsMnd1NVdXSWlZZ1dzOHZkZFIwNldFUFAzX0prZ1V5RmpkYVJPM0pNSGRZcmM1SGYzZUpVWNIBtgFBVV95cUxNanJFbE1JRVpDWk56NG9naFZpUzJVVm5kNkZzQ1pXb21mdmxGQ2NBYXM0blg5bnhMaDM2SzFYRW95aTgxTXl4bFloYUlSVE8tbklzRXZaVWkxRm5BQTc3bXhFd3F6MzVlaW40NWtEZzh3bWJEVEdOdk5OMENKOXJ6WHQwZERLSUdmUHZLRmdwaEJlbDZUMmowaFFkS0tJLVp5VzBGYW1mQ0w5cjEyYnZYdmlOUGVIQQ?hl=en-IN&gl=IN&ceid=IN%3Aen,25-08-2025
76,Cybersecurity researchers have discovered a malicious Go module that presents itself as a brute-force tool for SSH but actually contains functionality to discreetly exfiltrate credentials to its creator. https://lnkd.in/gUD3RHqH,https://news.google.com/read/CBMizAFBVV95cUxQblVsTTlhem1wc2VTVGw1Y3hOcE5ndUs0RmNCZ25WNzhxQVg4a25id21UOEdEb19nT2hFTG1rVkVVbm9wa1hxRk9HNzU3OUN5ZzZwSHRpWkx5MUlieU5Hb1RFSG5CMmFHcHFMbV9Sc3YtMDlPdDB0dnJCYU11VEFraVpweTV3VzdNLTRTT21DaThpcGd2R3JhM0pOeksyS2ExbTAzaFNvQjA0Vk1HNnMzdmc2NGJUTi1ELW12Y0ZGekRUd1VaTGRCMm91UXE?hl=en-IN&gl=IN&ceid=IN%3Aen,24-08-2025
77,"AI, Cybersecurity Offering To Boost CelcomDigi’s Presence In Cloud Market",https://news.google.com/read/CBMitwFBVV95cUxQaFdTX3RSQlJLSW5ncVFXLUVObnpSdmtlU1JxN1Frb2pKZFNpa1FxNWJXUnVOdUtuMFZ6MXgyWWtXRTYyNHMzUjFCOTBkdUtZMHZQUVJuSkh5dXlPTFA5QmlJakJuRUlfcGRmdVNXWnJ5Z2dfRHZrS1NoeFdYbHpacDFselVRVTl0QkM0SXBTMWNyc3doSHNHLVkyZVdGdDhEdU5RaXBzdE1wZHRlNE9sTHRuelJwM00?hl=en-IN&gl=IN&ceid=IN%3Aen,25-08-2025
78,10 Remote Work Cybersecurity Risks and How to Prevent Them,https://news.google.com/read/CBMipwFBVV95cUxOWEg1M21jSWFuandWQ1RrNkg1Q0hUdzQyYXpkOVp1b1BETDd3R0NQUThfYUx2YkdVdkltM3RRTmliNVdOQnJPdkItTGMyWGVIM3hSY3lvOUdwenhDTFJRZVp5cTduZ3lBZTBzRGFEdXk2ZnBBcUF4MUFhX0VhMThzNk9rbkpSYmVjcURDU2lldEV6ZEJHSXF0Yk5sVWlRbzlJNTJiQUhvQQ?hl=en-IN&gl=IN&ceid=IN%3Aen,25-06-2025
79,Cybersecurity Firm Netskope Files for IPO Showing Revenue Rise,https://news.google.com/read/CBMiswFBVV95cUxNTW93Sks3MlBPWlNtdlhyUUN5M2cwNjJEdGhNUlFQRElkUXlNWUpoWXBVaWVZcUE2RzlqSmFsWHN2OEFoOHp2TnlvNWN0a0ZqS1NoZzlHSGRBRnBkX2NBSWkzdlVfWm56Mk10VlF3ZG5zRUkyQ1VYRnVDS3hYdlJDaXlBME5YcldDRkdRaFVXZkEyNUdZeXdIRjFsRklfeWRkSzBTcndhYVQ2VnBZenl2aThQNA?hl=en-IN&gl=IN&ceid=IN%3Aen,22-08-2025
80,Cybersecurity for building automation,https://news.google.com/read/CBMi4gFBVV95cUxQYmpDUldVYUc3XzVtY19vVzlRLVZkci1uMUdna1ZWLXVXVW45TzZsTkNkNEdOQ2VxVXFoM0RCbXBBczI1MXpucFdFRk5mdnJMX2lMSTg2YnlfeHJkdGFmWG1BcWFoeG1vMkc5RXl1Nk1mUi1oTDlFTWJVUVZydko0TXA3MGtQMHNENUNCc2UwTloyajR1VUtPLWk0MTFuS2h1UTR0TDJRWDhMdURtTlR5MGtXdVpsWENfa3poa3I1VDh1dExMYVF3YjdfLWllS2tUUTAyRkIxSDV0WE9FdmVFS2dn?hl=en-IN&gl=IN&ceid=IN%3Aen,21-05-2025
81,J&K Govt Issues Strict Cyber Security Directions | India At This Hour,https://news.google.com/read/CBMisgFBVV95cUxNaGg2WmhyUjdFcHZQRTlQSnduUW9ZcjRTNE5HRHdwUWVGTm1RR0hVS0xiS0Nra1R2ZElvTDhNWjNSWEhmX1hVX0JuNWxUMWJiTHRTcFNrdlNkV01uZ01MLXRnRUdGbWZUYldnUl9XRWNqRlo4bHJUVlVRNGtoU2tURmZNUlZ6cGFqT0dkeDhMUlhMNjE2SjMzSDY2alBwSkFCNFBUZUg5TUxXQndVRXVSRXB30gG3AUFVX3lxTE5lcWs4eUl5T3Axc0hNaUtwTjV5R2cwd1lvSGJVRG42ZXZrNXh4X3RBMTB4VDRTRlZlUEFfRFNsVlI4eklLazNaWWxPUV9rWWd4UnNYWHZXeWZmNjZfVkxVTW1wVUpSWU1OQnFfdjhLeHVmUTVRRmlIdUhiNDZPeHFTYzBYdmNCYVVRSkE0THFWMFBmdS1sQ0c4QnJjejlMOHc2dWdVaGtXaHhiZTdoR2VoRENyNWpqQQ?hl=en-IN&gl=IN&ceid=IN%3Aen,25-08-2025
82,WHO/Europe launches guide to strengthen cybersecurity in digital health,https://news.google.com/read/CBMiuwFBVV95cUxQRmRjZll5TkhSbWxWS0owNlg2cTQ1WjdFRzYxLWF6ejh0UGR4RGZjM1hBQk5rM0FiXzVaLVp1aUotOElrdW1YYWxDZkExUDBhRjNDRm9HRXE5Z0dqWERqTGpTMzhZUGl0ODZzTXpFaWJ4X0dvME41Z3RpS2JwVHYxdi03Z3hzeFF4eDBwRk45QmpiaXJKWnM0SWhNdjZyaFp4bFY3Z09EdzdFVU5wd2hJWlJ1OVdINTZndU0w?hl=en-IN&gl=IN&ceid=IN%3Aen,26-03-2025
83,Cybersecurity is your No. 1 risk and you’re likely unprepared,https://news.google.com/read/CBMijAFBVV95cUxNcW55cUlMU2x0UEIxNzBOSVliSVJPTF80aHdNQnZoZm1DSVBWeEZhS05ZTHdqNGxyUm1DdDlXVEktVWF6YkJBNmdBcTZOSFBPTk11Vlhrb3NDdE9rcTBxb2NydmJWLU5NWWV3SFluTFJOVFZoVXY5TTFPTGRtWUk0NlRQRmxkTlFQN1lVeQ?hl=en-IN&gl=IN&ceid=IN%3Aen,23-08-2025
84,10 Cybersecurity Best Practices for Organizations in 2025,https://news.google.com/read/CBMiowFBVV95cUxNX1o3V1JxMnBTc2hpcjE3Rk1HeG9GUl8tMnVKUGktYXNDNGpwRDlZVGNDa2F5dnlhZjBYMUNFazZQOVZRZFNmY0YzZ3Fab01Vci1NTUpDbU5SS2daV0lTMUp4MWhhRnJEYkpFQXJaYkxZcG5LdHY4dDRqQnNJUHpQOURXbEhpcGZZTE5KazlnSXp2N0ViZmNGVlAtbTU2SzFZUFRj?hl=en-IN&gl=IN&ceid=IN%3Aen,30-06-2025
85,Patch Tuesday Highlights Microsoft’s Growing Security Edge,https://news.google.com/read/CBMimwFBVV95cUxPS0I0NFpoTVNWTEc1aklSb29VM1cwVXZCZ2l5UlpSWDAxVDkxVUpmUWZKY2hxWGRCZnRWM1FlR3NXYWREV2Zic1ByY09WM3FmajNKRVF6RUNER216MEtDMGpmLU9kb2pHb3pOY2p6UDBqcVVkdXNqZU1lQXJ5a0IzQVZhSFVETDhaMGVmTnA4RUhaY0o3OFZiRkZXNA?hl=en-IN&gl=IN&ceid=IN%3Aen,25-08-2025
86,LRQA Ignites Cybersecurity Conversations at CISO Singapore 2025,https://news.google.com/read/CBMi0AFBVV95cUxOWERPVnZsc2s3N2tCNXA2RzZQSnV5WXZmMk9FT2tvQjB6NVJnX2k1VXM0M2s3RzNOY2J0UG56YmlNaU9nUUh0Y2lqRWFsMWF1MTRfLVVFTXR0dndNdlh5SVppRi1tY25pQ2VoSGlXZ1lTQjF3cjZMNkgxOFRWRi14SEtDdWJ0dzBUR3lINVloWkY0aXRwMlVFYXhUUWQ1QzJVSkNYRjlqVFpuaWRBdmo2N29ONENzNHQ2QXd3SXJpTUxPV3BVRUtONkxkNUg3bVZu?hl=en-IN&gl=IN&ceid=IN%3Aen,25-08-2025
87,Why Effective Cybersecurity is Important for Businesses,https://news.google.com/read/CBMiqAFBVV95cUxORUVBSUd6VFJUTWVEeURGVEFvVGdQN19VMENkRFZiTXJmX01tbGZ4dXluMV8zaFdURy02Vjk4TUgxM1JjTWkyZ3dPMGdRUzh4OXpBTmlJSXJwN0hMeXlrMms3N1VWZGpoaXZLUmxHTGRvTGhJUF85YXFZQ3VReldMSDQtYUlmekc1cGtIdjNQdVl6di1NUlFlX3U1LXRXZGFQSklMeTlpeGk?hl=en-IN&gl=IN&ceid=IN%3Aen,30-06-2025
88,ShinyHunters Data Breach vs. SaaS: Why Dynamic Security Matters,https://news.google.com/read/CBMilgFBVV95cUxNOG5FMnJWaVloOW51NjlORGNJOTZ4UWxRTGZJdnN0cVJFaTVvOGFMWV9IdmVraGxzb2M2OUZCS0tVXzdiZTNVdVlYbTdYYmxfeEVBY2FVZzBBdUJXcDFLXzhZZHk0TGxjTGpyeThLSnFjRV9EQmxpSDhzZDFmeWhGY1NPVjZRUUpwZnpVVGMzX3hFcEpWQlE?hl=en-IN&gl=IN&ceid=IN%3Aen,25-08-2025
89,Cybersecurity: main and emerging threats,https://news.google.com/read/CBMiqAFBVV95cUxNZUpVNEtzZG92akJONXJfS2pQcjhPQ2t4RlliN0o4RFZXOV9TTF9FUHlISzE2YkQ0TUlRNmRuZmRrcmVKU2VGa0FYRl9CZlZfU0ZzLVdpY21UX2hJSVZhQjhFbjNMaGZsSmN3NE9MNGI0VWNkZkI4d3I0VG8tLUVPNDFCUU5tbzVQOElvSGM2d3phX2tSekRXNkd5UFBSY0VGNkw0TkhZSzA?hl=en-IN&gl=IN&ceid=IN%3Aen,26-06-2025
90,Cybersecurity Report 2025 – AI Threats Reshaping Cyber Resilience,https://news.google.com/read/CBMihgFBVV95cUxONk1OZEdRd29oenBvRkgtWi03d3JTNXhiQjRLdGMwbkVEaHZ0RDRQNmYxLTZqVzR5SXFfVkdEc3hZYTFrelJxWjF4UUZnUkl1ZDI0dnIyYWdIeWNkTHp5eVE3OHQyM2licExvelBsOW5ZSVFUbFRoQ2JLZWdESzRFYmZDazZqUQ?hl=en-IN&gl=IN&ceid=IN%3Aen,28-01-2025
91,Post-quantum resilience: building secure foundations,https://news.google.com/read/CBMiqAFBVV95cUxONUhHNVFHa2s0MHNqak5VNXZ1Vk5RcmJtbzNuMzNGYnlwNUUtS3AzZHBEMGtONFYwcjF6ZzE2cHh2U3NRbFhkamw3akdtbGNLU2o4RlVfaGsyejBSWGM3UlRacUs2d3JkQllFMDdTQTQyUFpxV0JueVhHcDVsRWZ3SC1iOUV2TTIxdzZPNlFDdURpaDQzdVphU0hKdl9fYTJhU3VDWnJ4U3E?hl=en-IN&gl=IN&ceid=IN%3Aen,20-08-2025
92,How to Avoid Common AI Scams,https://news.google.com/read/CBMicEFVX3lxTFBYMFJXMDkzSjZxVlZjVWFsMUx1U2tnd3psWUVLQTZjUlVmYjNQbjFNcExWbV9abWNwdk1uekFwcnlabUJxWHc1b2x3MHQzaXJpTE0yemVuOFlWeTk4d3JJWDBobGJYUU9KeU1mXzNQaEE?hl=en-IN&gl=IN&ceid=IN%3Aen,12-03-2025
93,Inotiv cyberattack disrupts operations after systems encrypted in ransomware-style breach,https://news.google.com/read/CBMiwgFBVV95cUxONEJZTmNyck82eTRkODBFN0NZb0ZEXzFwbUc0UEhXY2JUUnloVWctVkZ3VW00eUZUY2JSTHlHbnAzeEdZT3BERzBCcUVNcEgxN190c0Q5OVRPLVpuMUdKWE9GaGZwTjFZdUtRaDVESUR4SHlNRXJPbHF3TDZDS0lPNXEybFpNY21qX1RHclVFd1Z2V3FaZGt2MHZMaTFJSDk2SDVYelcwR0hOTThvUmtwOXJjem1USFlNUjF3UFVZM21LZw?hl=en-IN&gl=IN&ceid=IN%3Aen,20-08-2025
94,Busting myths around cyber security,https://news.google.com/read/CBMicEFVX3lxTFAwTE9LVDZPbmZoTXFOYTIyTUMtZVBLY0hNNzdUSDdxLU9pLURqaFNncXpYTWE1ZklkVXRiVUVPMHM3NDM3RXJ4NmhoMFVkWHhmSmNScUJIVDZEemJObzdDZW8wT2M3LTZTNkwxakxjR2Q?hl=en-IN&gl=IN&ceid=IN%3Aen,25-08-2025
95,What is Cybersecurity and Why is It Important? | SNHU,https://news.google.com/read/CBMidEFVX3lxTFAtN2tCLV9STlZwR2FGVkg3a3FWVFo2TDZyREwtVXhyN3ZnTFBKNWl3Y3lIV3E2dXpORVpCcW5EeTNqVHBCelBHREhYdkJ5VzVVX3MtaWdIc1RqVTYxT09tcXFDQzJwLVZaekRIaUFral9ZTGQ0?hl=en-IN&gl=IN&ceid=IN%3Aen,30-10-2024
96,Top 20 Cybersecurity Companies You Need to Know in 2025,https://news.google.com/read/CBMieEFVX3lxTE56bnRYTkVWRklPQVhybGFJei02cXVpcmxJcl82bnd5YU5IVG80VjhOYU1KU1ZtenUxRVYxMVNNWjdaNjhodl9xaF9UbllxUkhfa2xGRjdaSl95MWF0eFlPbWZHRmY1cmFybERseHB6RkxsQ1hLN1E4UQ?hl=en-IN&gl=IN&ceid=IN%3Aen,21-03-2025
97,Global Cybersecurity Spending Predicted To Exceed $1 Trillion From 2017-2021,https://news.google.com/read/CBMib0FVX3lxTE9kQURLUG9UaUpoQTlUVjhteWVfdUpySG1zdUdOaWpQbVB2UW1LQ3JZZUpZSjlWSnlGSTNkVE55NzE5cEppU0J3VF9NYmc3SUVwZFZxay1qRjhxeTgzaWFyYUttMnpiYXVyUjBKN082bw?hl=en-IN&gl=IN&ceid=IN%3Aen,10-06-2025
98,IIT Roorkee rolls out first AI-led programme for cyber defenders. Apply now,https://news.google.com/read/CBMi7gFBVV95cUxNa3pqQndycy1qU2NyTmNSdFlRam0zMXhtTU5JbXM4cFZBMHFRQ2pOMXdQSlJiOGpiSldVSTFTb0Q0TmpNSU8zRDVtWGhKUURqcnkzNzI1bEpSSjRSRUxBdm8yMm90aGtpc3NFV1BYN3Q2UC1EWUUtanNzZUxTa0tOb1dGdzVtMEppMXFuRTFsSUxTaEptVngxSmhfR2lnQ2x2UjJIQjlmdXgzWlczeHE5X2RQNGI3ekFqQ3hDVUdZaUVZOTZPSGpFaEdFTTRfYnJvcDVtWlBXTTBFN3owVksxSm1pUWM4T3RHdFRvRmZn0gHzAUFVX3lxTE15SXF6cVhhN1Nvd3F3TjJTZFdUekdfZ1ppME9ZcjdVLUtVR1Y5NGdfeUZhOTdwc28wQXVvNEdGVXFiTnNNMHZmcnY4Y1lEWWc4Z3FvZ2x3emUtcmJDczdmaVN1OEtzbkF6aVRjaGxnQ0lNZkxuN1pTZkNhSHo0ZEhCZjF4TC1VcGs1SmNsMjFxa0U2VVBmMVBaeEFGX0dIbERLLVpKbmpNZERpU2Y5eXVMdkpXcy1zSGd5VG01SXpqT0tqazh3WUFmb1d2cFdUUlduYzVJUTBnRl82LVRCSWJSTkhVUWZPbnA2Q1FXQ2tnMG5zcw?hl=en-IN&gl=IN&ceid=IN%3Aen,20-08-2025
99,New Gmail Phishing Attack Uses AI Prompt Injection to Evade Detection,https://news.google.com/read/CBMidkFVX3lxTE40UWdEMlU2eS0tVWhyZ3RXRHFkZzFUVDdEekVrVEtEak9KZnZSUm9FUFhzRVRPdnFBR2pRVUt5djY3dG40OXZseUxaOHZxb2xlQjhFaWI2SS1oRENYY1hfQUVNeHZ2RzVwdFJTOTdIV1gwbmpzRlHSAXtBVV95cUxOWDNfdDB0Z3JRVXR1RmdrSHhRakhBWjU1Z0FvNzBlOFhUNS1uUEtjdFJmMEkzQ2kzWC1nN3BMNnJ4NmMtWnNOd2Vwb2plNTJYZy0yWGltbGR2c1ZRY2hsYVV4UXpyUHFoaEhiWW1RMG14cExFNlZKcTVJejA?hl=en-IN&gl=IN&ceid=IN%3Aen,24-08-2025
100,Troubling Tech Career Trends: From ‘Quiet Cracking’ to AI Anxiety,https://news.google.com/read/CBMiugFBVV95cUxNcExpWFRKLTJvS3lXNUcwaXdrdC1qRGMyYzZNU251RERRMTVvb0s0WXlVanRmV3FqR3JaZVdCb2NOWDZBbkVoYVVpeWxCRDIzSnQzUzM2Rk05RVdHanN4MTR5VVFMQ0tyTmRmS3gtRVFBaTdwSW81SlZacllXMXdnZklESFpZWmN6Mk1fVkNJU2xVZm5pNTFZYWdHalE4OVZKakJ6NERUZFBraEdIa1pxVzhRall2eVZaWUE?hl=en-IN&gl=IN&ceid=IN%3Aen,24-08-2025
